gold,j_head,j_head,j_spine4,j_head,gib_gold_head,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_head_cap.vfx,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_head_blood,
gold,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_gold_leg,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_left_leg_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_leg_le_blood,
gold,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_gold_leg,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_right_leg_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_leg_ri_blood,
gold,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_gold_arm,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_left_arm_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_arm_le_blood,
gold,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_gold_arm,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_right_arm_cap,vfx/iw8/weap/_impact/_mtx/gold/vfx_dis_gold_arm_ri_blood,
shadow,j_head,j_head,j_spine4,j_head,gib_shadow_head,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_cap,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_blood,
shadow,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_shadow_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_blood_mp,
shadow,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_shadow_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_ri_blood_mp,
shadow,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_shadow_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_left_blood_mp,
shadow,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_shadow_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_right_blood_mp,
weed,j_head,j_head,j_spine4,j_head,gib_weed_head,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_imp_flesh_fatal_head_med_dismb,
weed,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_weed_leg,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_leg_blood_mp,
weed,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_weed_leg,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_leg_ri_blood_mp,
weed,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_weed_arm,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_arm_left_blood_mp,
weed,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_weed_arm,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/dlc/weed/vfx_dismemberment_arm_right_blood_mp,
raygun,j_head,j_head,j_spine4,j_head,gib_raygun_head,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_head_cap.vfx,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_med_dismb,
raygun,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_raygun_leg,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_left_leg_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_blood_mp,
raygun,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_raygun_leg,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_right_leg_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_leg_ri_blood_mp,
raygun,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_raygun_arm,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_left_arm_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_arm_left_blood_mp,
raygun,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_raygun_arm,vfx/iw8/weap/_impact/_mtx/ray/vfx_dismem_right_arm_cap,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_arm_right_blood_mp,
soul,j_head,j_head,j_spine4,j_head,gib_soul_head,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_cap,vfx/iw8/weap/_impact/flesh/vfx_shdw_head_blood,
soul,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_soul_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_blood_mp,
soul,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_soul_leg,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_leg_ri_blood_mp,
soul,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_soul_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_left_blood_mp,
soul,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_soul_arm,vfx/iw8/weap/_impact/flesh/vfx_shdw_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_shdw_arm_right_blood_mp,
large,j_head,j_head,j_spine4,j_head,gib_large_head,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_lrg_dismb,
large,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_large_leg,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_blood_mp_lrg,
large,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_large_leg,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_ri_blood_mp_lrg,
large,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_large_arm,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_left_blood_mp_lrg,
large,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_large_arm,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_right_blood_mp_lrg,
acid,j_head,j_head,j_spine4,j_head,gib_acid_head,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_acid_dismb,
acid,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_acid_leg,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_blood_mp_acid,
acid,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_acid_leg,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_ri_blood_mp_acid,
acid,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_acid_arm,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_left_blood_mp_acid,
acid,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_acid_arm,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_right_blood_mp_acid,
luck,j_head,j_head,j_spine4,j_head,gib_luck_head,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_head_cap,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_head_blood,
luck,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_luck_leg,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_left_leg_cap,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_leg_le_blood,
luck,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_luck_leg,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_right_leg_cap,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_leg_ri_blood,
luck,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_luck_arm,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_left_arm_cap,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_arm_le_blood,
luck,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_luck_arm,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_right_arm_cap,vfx/iw8/weap/_impact/_mtx/luck/vfx_dis_luck_arm_ri_blood,
frost,j_head,j_head,j_spine4,j_head,gib_cryo_head,vfx/iw8/weap/_impact/flesh/vfx_cryo_head_cap,vfx/iw8/weap/_impact/_mtx/frost/vfx_imp_flesh_fatal_head,
frost,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_cryo_leg,vfx/iw8/weap/_impact/flesh/vfx_cryo_left_leg_cap_mp,vfx/iw8/weap/_impact/_mtx/frost/vfx_imp_flesh_leg_l_blood,
frost,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_cryo_leg,vfx/iw8/weap/_impact/flesh/vfx_cryo_right_leg_cap_mp,vfx/iw8/weap/_impact/_mtx/frost/vfx_imp_flesh_leg_r_blood,
frost,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_cryo_arm,vfx/iw8/weap/_impact/flesh/vfx_cryo_left_arm_cap_mp,vfx/iw8/weap/_impact/_mtx/frost/vfx_imp_flesh_arm_l_blood,
frost,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_cryo_arm,vfx/iw8/weap/_impact/flesh/vfx_cryo_right_arm_cap_mp,vfx/iw8/weap/_impact/_mtx/frost/vfx_imp_flesh_arm_r_blood,
electric,j_head,j_head,j_spine4,j_head,gib_electric_head,vfx/iw8/weap/_impact/_mtx/elec/vfx_dis_head_cap,vfx/iw8/weap/_impact/_mtx/elec/vfx_imp_flesh_fatal_head_dis,
electric,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_electric_leg,vfx/iw8/weap/_impact/_mtx/elec/vfx_dis_leg_l_cap,vfx/iw8/weap/_impact/_mtx/elec/vfx_imp_flesh_leg_l_blood,
electric,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_electric_leg,vfx/iw8/weap/_impact/_mtx/elec/vfx_dis_leg_r_cap,vfx/iw8/weap/_impact/_mtx/elec/vfx_imp_flesh_leg_r_blood,
electric,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_electric_arm,vfx/iw8/weap/_impact/_mtx/elec/vfx_dis_arm_l_cap,vfx/iw8/weap/_impact/_mtx/elec/vfx_imp_flesh_arm_l_blood,
electric,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_electric_arm,vfx/iw8/weap/_impact/_mtx/elec/vfx_dis_arm_r_cap,vfx/iw8/weap/_impact/_mtx/elec/vfx_imp_flesh_arm_r_blood,
runic,j_head,j_head,j_spine4,j_head,gib_runic_head,vfx/iw8/weap/_impact/_mtx/rune/vfx_dis_head_cap,vfx/iw8/weap/_impact/_mtx/rune/vfx_imp_flesh_fatal_head_dis,
runic,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_runic_leg,vfx/iw8/weap/_impact/_mtx/rune/vfx_dis_leg_l_cap,vfx/iw8/weap/_impact/_mtx/rune/vfx_imp_flesh_leg_l_blood,
runic,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_runic_leg,vfx/iw8/weap/_impact/_mtx/rune/vfx_dis_leg_r_cap,vfx/iw8/weap/_impact/_mtx/rune/vfx_imp_flesh_leg_r_blood,
runic,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_runic_arm,vfx/iw8/weap/_impact/_mtx/rune/vfx_dis_arm_l_cap,vfx/iw8/weap/_impact/_mtx/rune/vfx_imp_flesh_arm_l_blood,
runic,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_runic_arm,vfx/iw8/weap/_impact/_mtx/rune/vfx_dis_arm_r_cap,vfx/iw8/weap/_impact/_mtx/rune/vfx_imp_flesh_arm_r_blood,
radioactive,j_head,j_head,j_spine4,j_head,gib_radioactive_head,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/flesh/vfx_imp_flesh_fatal_head_acid_dismb,
radioactive,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_radioactive_leg,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_blood_mp_acid,
radioactive,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_radioactive_leg,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_leg_ri_blood_mp_acid,
radioactive,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_radioactive_arm,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_left_blood_mp_acid,
radioactive,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_radioactive_arm,vfx/iw8/weap/_impact/flesh/dlc/acid/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/flesh/vfx_dismember_arm_right_blood_mp_acid,
fireworks,j_head,j_head,j_spine4,j_head,gib_fireworks_head,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_head_cap,vfx/iw8/weap/_impact/_mtx/fwork/vfx_dism_fwork_head,
fireworks,j_knee_le,j_hip_le,j_hip_le,j_knee_le,gib_fireworks_leg,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_leg_cap_mp,vfx/iw8/weap/_impact/_mtx/fwork/vfx_dism_fwork_leg_l,
fireworks,j_knee_ri,j_hip_ri,j_hip_ri,j_knee_ri,gib_fireworks_leg,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_leg_cap_mp,vfx/iw8/weap/_impact/_mtx/fwork/vfx_dism_fwork_leg_r,
fireworks,j_elbow_le,j_shoulder_le,j_shoulder_le,j_elbow_le,gib_fireworks_arm,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_left_arm_cap_mp,vfx/iw8/weap/_impact/_mtx/fwork/vfx_dism_fwork_arm_l,
fireworks,j_elbow_ri,j_shoulder_ri,j_shoulder_ri,j_elbow_ri,gib_fireworks_arm,vfx/iw8/weap/_impact/flesh/vfx_dismemberment_right_arm_cap_mp,vfx/iw8/weap/_impact/_mtx/fwork/vfx_dism_fwork_arm_r,
