10433,ch_halloween_treat_7,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_08,1,0,330265,,,,,,,,,
10434,ch_halloween_treat_8,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_09,1,0,181330,,,,,,,,,
10435,ch_halloween_treat_9,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_10,1,0,181333,,,,,,,,,
10436,ch_halloween_treat_10,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_11,1,0,875,,,,,,,,,
10437,ch_halloween_treat_11,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_12,1,0,181331,,,,,,,,,
10438,ch_halloween_treat_12,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_13,1,0,190566,,,,,,,,,
10439,ch_halloween_treat_13,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_14,1,0,190563,,,,,,,,,
10440,ch_halloween_treat_14,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_15,1,0,80379,,,,,,,,,
10441,ch_halloween_treat_15,CHALLENGE/NAME_NONE,SEASONAL_EVENT/MAP_AREA_16,1,0,190569,,,,,,,,,
10442,ch_halloween_treat_16,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SPLASH_EVENT_COMPLETE,1,0,972,,,,,,,,,
10443,ch_halloween_treat_17,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,1,0,80297,,,,,,,,,
9154,ch_br_geiger_contract,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,1,0,,,,,,1,1,0,,
11426,ch_rebirth_early,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,26241277,,,,,,,,,
11427,ch_rebirth_gift,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,25348801,,,,,,,,,
11428,ch_rebirth_0,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,20,0,28156141,,,,min,,,,,
11429,ch_rebirth_1,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,18993182,,,,,,,,,
11430,ch_rebirth_2,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,29789389,,,,,,,,,
11431,ch_rebirth_3,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,100,0,23527470,,,,,,,,,
11432,ch_rebirth_4,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,200,0,24953642,,,,,,,,,
11433,ch_rebirth_5,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,20,0,25202680,,,,,,,,,
11434,ch_rebirth_6,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,5,0,20041836,,,,,,,,,
11435,ch_rebirth_7,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,21739485,,,,,,,,,
11436,ch_rebirth_8,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,25430156,,,,,,,,,
11437,ch_rebirth_9,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,2,0,24579456,,,,,,,,,
11438,ch_rebirth_10,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,29304927,,,,,,,,,
11439,ch_rebirth_11,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,50,0,24901708,,,,,,,,,
11440,ch_rebirth_12,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,15,0,22514585,,,,,,,,,
11441,ch_rebirth_13,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,30,0,20276932,,,,,,,,,
11442,ch_rebirth_14,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,31835022,,,,,,,,,
11443,ch_rebirth_15,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,100,0,31201964,,,,,,,,,
11444,ch_rebirth_complete,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,27934085,,,,,,,,,
11454,ch_rebirth_ee,CHALLENGE/NAME_NONE,CHALLENGE/PROGRESSION,1,0,22111316,,,,,,,,,
75983237991428686,t9_ch_global_t9_wz_zm_critical_kills_for_event,SEASONAL_EVENT/WZ_ZM_CRITICAL_KILLS,SEASONAL_EVENT/WZ_ZM_CRITICAL_KILLS_DESC,10,0,29332656,,,,,,,,,
117134210703012765,t9_ch_global_t9_wz_zm_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_DESC,20,0,19957062,,,,,,,,,
140541504083660808,t9_ch_global_t9_wz_zm_lethal_equipment_kills_for_event,SEASONAL_EVENT/WZ_ZM_LETHAL_EQUIPMENT_KILLS,SEASONAL_EVENT/WZ_ZM_LETHAL_EQUIPMENT_KILLS_DESC,8,0,31258193,,,,,,,,,
74991450044412113,t9_ch_global_t9_wz_zm_vehicle_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_VEHICLE_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_VEHICLE_ELIMINATIONS_DESC,3,0,18207257,,,,,,,,,
74591865973875599,t9_ch_global_t9_wz_zm_eliminations_per_game_for_event,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_PER_GAME,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_PER_GAME_DESC,3,0,25036104,,,,,,,,,
97731261112318843,t9_ch_global_t9_wz_zm_shotgun_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_SHOTGUN_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_SHOTGUN_ELIMINATIONS_DESC,8,0,20418616,,,,,,,,,
99462782314883129,t9_ch_global_t9_wz_zm_multikills_for_event,SEASONAL_EVENT/WZ_ZM_MULTIKILLS,SEASONAL_EVENT/WZ_ZM_MULTIKILLS_DESC,2,0,33345076,,,,,,,,,
102204437053727868,t9_ch_global_t9_wz_zm_pistol_eliminations_for_event,SEASONAL_EVENT/WZ_ZM_PISTOL_ELIMINATIONS,SEASONAL_EVENT/WZ_ZM_PISTOL_ELIMINATIONS_DESC,8,0,19480017,,,,,,,,,
90192267695612935,t9_ch_global_t9_wz_zm_eliminations_before_circle_for_event,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_BEFORE_CIRCLE,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_BEFORE_CIRCLE_DESC,8,0,32203563,,,,,,,,,
112475432448275944,t9_ch_global_t9_wz_zm_event_mastery,SEASONAL_EVENT/WZ_ZM_EVENT_MASTERY,SEASONAL_EVENT/WZ_ZM_EVENT_MASTERY_DESC,9,0,28975511,,,,,,,,,
98604439729451222,t9_ch_global_zm_sr_exfil_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_EXFILS_DESC,3,0,20317983,,,,,,,,,
139972791120478243,t9_ch_global_zm_sr_normal_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_NORMAL_ELIMINATIONS_DESC,250,0,26200323,,,,,,,,,
139171720061382385,t9_ch_global_zm_sr_elite_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_ELITE_ELIMINATIONS_DESC,10,0,23529540,,,,,,,,,
133705507841090853,t9_ch_global_zm_sr_chests_opened_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_CHESTS_OPENED_DESC,25,0,30170790,,,,,,,,,
112184019781137715,t9_ch_global_zm_sr_world_events_completed_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_WORLD_EVENTS_COMPLETED_DESC,3,0,24068519,,,,,,,,,
99990369741158710,t9_ch_global_zm_sr_warps_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_WARPS_DESC,10,0,27228166,,,,,,,,,
73390492515264244,t9_ch_global_zm_sr_special_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_SPECIAL_ELIMINATIONS_DESC,3,0,23798500,,,,,,,,,
102838512840777965,t9_ch_global_zm_sr_vehicle_eliminations_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_VEHICLE_ELIMINATIONS_DESC,100,0,25412827,,,,,,,,,
141963666201781001,t9_ch_global_zm_sr_objectives_completed_for_event,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_OBJECTIVES_COMPLETED_DESC,10,0,18262163,,,,,,,,,
73372459128399524,t9_ch_global_zm_sr_event_mastery,CHALLENGE/NAME_NONE,SEASONAL_EVENT/SR_EVENT_MASTERY_DESC,9,0,19967070,,,,,,,,,
9174,ev_dov_completed,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,1,0,26666086,,,,,1,0,0,,
115395818887285505,t9_ch_global_played_mp_cliffhanger_for_s3_event,CHALLENGES_T9_XRAY/ADLER_EVENT_CW_CLIFFHANGER_GAMES_COMPLETE,CHALLENGES_T9_XRAY/ADLER_EVENT_CW_CLIFFHANGER_GAMES_COMPLETE_DESC,7,2500,24917868,,,,,,,,,
91065485525255072,t9_ch_global_kill_detected_for_s3_event,CHALLENGES_T9_XRAY/ADLER_EVENT_CW_KILL_ENEMIES_REVEALED_BY_YOU,CHALLENGES_T9_XRAY/ADLER_EVENT_CW_KILL_ENEMIES_REVEALED_BY_YOU_DESC,25,2500,20677113,,,,,,,,,
81075828306980067,t9_ch_global_kill_enemy_on_a_streak_with_assassin_perk_for_s3_event,CHALLENGES_T9_XRAY/ADLER_EVENT_CW_KILL_ENEMIES_ON_KILLSTREAK_WITH_ASSASSIN,CHALLENGES_T9_XRAY/ADLER_EVENT_CW_KILL_ENEMIES_ON_KILLSTREAK_WITH_ASSASSIN_DESC,25,2500,28026418,,,,,,,,,
78806730756082390,t9_ch_global_s3_event_cw_mastery,CHALLENGES_T9_XRAY/EMPTY_STRING,CHALLENGES_T9_XRAY/EMPTY_STRING_DESC,3,0,,,,,,,,,,
74323965796362601,t9_ch_global_complete_intel_contract_at_farms_for_s3_event_wz,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_INTEL_CONTRACT_FARMS,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_INTEL_CONTRACT_FARMS_DESC,1,2500,32983394,,,,,,,,,
74834213557091025,t9_ch_global_complete_intel_contract_at_summit_for_s3_event_wz,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_INTEL_CONTRACT_SUMMIT,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_INTEL_CONTRACT_SUMMIT_DESC,1,2500,31503637,,,,,,,,,
133135970520020055,t9_ch_global_complete_intel_contract_at_factory_for_s3_event_wz,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_INTEL_CONTRACT_FACTORY,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_INTEL_CONTRACT_FACTORY_DESC,1,2500,19466078,,,,,,,,,
127217698001410539,t9_ch_global_s3_event_wz_mastery,CHALLENGES_T9_XRAY/EMPTY_STRING,CHALLENGES_T9_XRAY/EMPTY_STRING_DESC,3,0,,,,,,,,,,
128794937285380949,t9_ch_global_s3_event_mastery,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_CW_MASTERY,CHALLENGES_T9_XRAY/ADLER_EVENT_WZ_CW_MASTERY_DESC,1,5000,27610116,,,,,,,,,
9175,ch_br_event_code_medic,CHALLENGES_T9_XRAY/EVENT_MEDIC_NAME,CHALLENGES_T9_XRAY/EVENT_MEDIC_DESC,5,0,28923497,,,,,,,,,
117431033166002942,t9_ch_global_first_blood_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_SQUAD_FIRST_BLOOD,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_SQUAD_FIRST_BLOOD_DESC,1,1000,23245184,,,,,,,,,
86227952306457272,t9_ch_global_explosive_weapons_lethal_kills_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_EXPLOSIVE_OR_LETHAL_KILLS,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_EXPLOSIVE_OR_LETHAL_KILLS_DESC,15,1000,33345010,,,,,,,,,
86133743424097800,t9_ch_global_collect_dog_tags_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COLLECT_TAGS,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COLLECT_TAGS_DESC,50,1000,19584899,,,,,,,,,
78096681774342317,t9_ch_global_reach_final_circle_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_REACH_FINAL_CIRCLE,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_REACH_FINAL_CIRCLE_DESC,5,1000,31037671,,,,,,,,,
72282672847423941,t9_ch_global_eliminate_enemies_arms_deal_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_ELIMINATE_ARMS_DEAL_AGENTS,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_ELIMINATE_ARMS_DEAL_AGENTS_DESC,25,1000,28478218,,,,,,,,,
126434410862005069,t9_ch_global_ntower_jump_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_SURVIVE_JUMP_FROM_NAKATOMI_TOWER,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_SURVIVE_JUMP_FROM_NAKATOMI_TOWER_DESC,1,1000,19297929,,,,,,,,,
80965050470904293,t9_ch_global_complete_side_mission_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COMPLETE_NAKATOMI_SIDE_MISSION,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COMPLETE_NAKATOMI_SIDE_MISSION_DESC,1,1000,32843724,,,,,,,,,
141736322104728183,t9_ch_global_collect_pow_tags_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COLLECT_RAMBO_DOG_TAGS,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COLLECT_RAMBO_DOG_TAGS_DESC,3,1000,27324756,,,,,,,,,
126780024626445119,t9_ch_global_kills_with_combat_bow_for_s3_5_event_wz,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COMBAT_BOW_KILLS,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_COMBAT_BOW_KILLS_DESC,3,1000,26982753,,,,,,,,,
97109724059628398,t9_ch_global_s3_5_event_wz_mastery,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_MASTERY,CHALLENGES_T9_YANKEE/ACTION_EVENT_WZ_MASTERY_DESC,9,2500,29147372,,,,,,,,,
93765998057788160,t9_ch_common_completed_match_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_COMPLETE_EVENT_MATCHES,CHALLENGES_T9_YANKEE/ACTION_EVENT_COMPLETE_EVENT_MATCHES_DESC,7,1000,28417157,,,,,,,,,
85383883950456293,t9_ch_common_win_mp_match_or_exfil_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_WIN_EVENT_MATCHES,CHALLENGES_T9_YANKEE/ACTION_EVENT_WIN_EVENT_MATCHES_DESC,3,1000,20734345,,,,,,,,,
100960688736545498,t9_ch_common_ekia_or_slaughter_medals_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_ELIMINATIONS_IN_EVENT_PLAYLISTS,CHALLENGES_T9_YANKEE/ACTION_EVENT_ELIMINATIONS_IN_EVENT_PLAYLISTS_DESC,100,1000,26888976,,,,,,,,,
134888217243671464,t9_ch_common_have_a_blast_medals_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_EXPLOSIVE_KILL_MEDALS,CHALLENGES_T9_YANKEE/ACTION_EVENT_EXPLOSIVE_KILL_MEDALS_DESC,25,1000,31089728,,,,,,,,,
111305748188808047,t9_ch_common_become_war_medals_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_AUTOMATIC_WEAPON_EVENT_MEDALS,CHALLENGES_T9_YANKEE/ACTION_EVENT_AUTOMATIC_WEAPON_EVENT_MEDALS_DESC,25,1000,23244656,,,,,,,,,
127850794567574706,t9_ch_common_light_em_up_medals_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_DEATH_MACHINE_EVENT_MEDALS,CHALLENGES_T9_YANKEE/ACTION_EVENT_DEATH_MACHINE_EVENT_MEDALS_DESC,25,1000,32329955,,,,,,,,,
102670009644959955,t9_ch_common_this_is_personal_medals_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_MELEE_EVENT_MEDALS,CHALLENGES_T9_YANKEE/ACTION_EVENT_MELEE_EVENT_MEDALS_DESC,25,1000,30797039,,,,,,,,,
88920941456944895,t9_ch_common_killstreak_3_or_jackrabbit_medals_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_KILLS_WITHOUT_DYING,CHALLENGES_T9_YANKEE/ACTION_EVENT_KILLS_WITHOUT_DYING_DESC,10,1000,19664770,,,,,,,,,
99794372913946985,t9_ch_common_chopped_up_medals_for_s3_5_event,CHALLENGES_T9_YANKEE/ACTION_EVENT_CHOPPED_UP_MEDALS,CHALLENGES_T9_YANKEE/ACTION_EVENT_CHOPPED_UP_MEDALS_DESC,10,1000,23276700,,,,,,,,,
85039718213212459,t9_ch_common_s3_5_event_mastery,CHALLENGES_T9_YANKEE/ACTION_EVENT_CW_MASTERY,CHALLENGES_T9_YANKEE/ACTION_EVENT_CW_MASTERY_DESC,9,2500,21390053,,,,,,,,,
111208977936321160,t9_ch_global_earned_satlink_capture_points_for_s4_event,CHALLENGES_T9_ZULU/SATELLITE_EVENT_CW_POINTS_FROM_CAPTURED_SAT_LINKS,CHALLENGES_T9_ZULU/SATELLITE_EVENT_CW_POINTS_FROM_CAPTURED_SAT_LINKS_DESC,1000,1000,31238694,,,,,,,,,
86875457659703616,t9_ch_global_map_specific_ekia_for_s4_event,CHALLENGES_T9_ZULU/SATELLITE_EVENT_CW_ELIMINATIONS_ON_DUNES_HIJACKED_OR_AMSTERDAM,CHALLENGES_T9_ZULU/SATELLITE_EVENT_CW_ELIMINATIONS_ON_DUNES_HIJACKED_OR_AMSTERDAM_DESC,250,1000,24544260,,,,,,,,,
125110888470841894,t9_ch_global_hand_cannon_kill_for_s4_event,CHALLENGES_T9_ZULU/SATELLITE_EVENT_CW_HAND_CANNON_KILLS,CHALLENGES_T9_ZULU/SATELLITE_EVENT_CW_HAND_CANNON_KILLS_DESC,15,1000,29325367,,,,,,,,,
115695000082673994,t9_ch_global_s4_event_cw_mastery,CHALLENGES_T9_ZULU/EMPTY_STRING,CHALLENGES_T9_ZULU/EMPTY_STRING_DESC,3,0,27487728,,,,,,,,,
114074101200350796,t9_ch_global_secure_satlink_for_s4_event_wz,CHALLENGES_T9_ZULU/SATELLITE_EVENT_WZ_SECURE_SAT_LINKS,CHALLENGES_T9_ZULU/SATELLITE_EVENT_WZ_SECURE_SAT_LINKS_DESC,5,1000,25641097,,,,,,,,,
123248921046428042,t9_ch_global_eliminate_enemy_near_active_satlink_or_crashed_satellite_for_s4_event_wz,CHALLENGES_T9_ZULU/SATELLITE_EVENT_WZ_ELIMINATE_ENEMIES_NEAR_SAT_LINKS_OR_SATELLITES,CHALLENGES_T9_ZULU/SATELLITE_EVENT_WZ_ELIMINATE_ENEMIES_NEAR_SAT_LINKS_OR_SATELLITES_DESC,10,1000,29967036,,,,,,,,,
128831151326540361,t9_ch_global_collect_satellite_reward_for_s4_event_wz,CHALLENGES_T9_ZULU/SATELLITE_EVENT_WZ_COLLECT_SATELLITE_REWARDS,CHALLENGES_T9_ZULU/SATELLITE_EVENT_WZ_COLLECT_SATELLITE_REWARDS_DESC,3,1000,27764537,,,,,,,,,
107449314736006074,t9_ch_global_s4_event_wz_mastery,CHALLENGES_T9_ZULU/EMPTY_STRING,CHALLENGES_T9_ZULU/EMPTY_STRING_DESC,3,0,27487728,,,,,,,,,
114496899214408654,t9_ch_global_s4_event_mastery,CHALLENGES_T9_ZULU/SATELLITE_EVENT_MASTERY_CHALLENGE,CHALLENGES_T9_ZULU/SATELLITE_EVENT_MASTERY_CHALLENGE_DESC,1,2500,,,,,,,,,,
