chance,weapon,,25,25,25,25,7,7,7,7,7,7,7,7,25,0,7,7,7,25,25,25,7,25,7,25,
chance,gear,,0,0,0,0,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,
chance,revive,,0,0,0,0,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,
chance,tablet,,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,
chance,keycard,,0,0,0,0,3,4,6,4,4,3,4,4,0,0,4,4,6,0,0,0,0,0,0,0,
item,brloot_ammo_12g,,15,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,15,15,15,15,
item,brloot_ammo_50cal,,23,23,23,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,23,23,23,23,
item,brloot_ammo_762,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,30,60,60,
item,brloot_ammo_919,,23,23,23,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,23,23,46,46,
item,brloot_ammo_rocket,,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,27,27,
item,brloot_equip_gasmask,,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,100,100,100,100,100,100,
item,brloot_self_revive,,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,
rarity,0_lethal,,50,50,50,50,45,45,45,45,45,45,45,45,45,0,45,45,45,50,50,45,45,45,45,45,
rarity,1_lethal,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,30,30,30,
rarity,2_lethal,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,
rarity,3_lethal,,0,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,10,10,10,10,10,
rarity,4_lethal,,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,0,0,5,5,5,5,5,
rarity,0_tactical,,50,50,50,50,45,45,45,45,45,45,45,45,45,0,45,45,45,50,50,45,45,45,45,45,
rarity,1_tactical,,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,30,30,30,
rarity,2_tactical,,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,
rarity,3_tactical,,0,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,10,10,10,10,10,
rarity,4_tactical,,0,0,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,0,0,5,5,5,5,5,
rarity,0_super,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,
rarity,1_super,,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,
rarity,2_super,,35,35,35,35,40,40,40,40,40,40,40,40,0,0,40,40,40,35,35,0,40,0,40,0,
rarity,3_super,,0,0,0,0,40,40,40,40,40,40,40,40,50,0,40,40,40,0,0,50,40,50,40,10,
rarity,4_super,,0,0,0,0,20,20,20,20,20,20,20,20,50,0,20,20,20,0,0,50,20,50,20,10,
item,brloot_offhand_advancedsupplydrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_extract,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_offhand_advancedvehicledrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_super_tacinsert,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_offhand_advancedlootdrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_super_empdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,
item,brloot_super_weapondrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,
item,brloot_super_stoppingpower,,0,0,0,0,5,5,5,5,5,5,5,5,10,0,5,5,5,0,0,10,5,10,5,2,
rarity,0_weapon,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,55,
rarity,1_weapon,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
rarity,2_weapon,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
rarity,3_weapon,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
rarity,4_weapon,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_bp_reward_sm_mpapa7_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_weapon_bp_reward_ar_galima_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_weapon_bp_reward_lm_mkilo3_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_weapon_bp_reward_sm_t9handling_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_weapon_la_mike32_lege,,0,0,0,0,1,1,1,1,1,1,1,1,20,0,1,1,1,0,0,0,1,0,5,0,
item,brloot_weapon_lm_dblmg_lege,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_weapon_pi_t9semiauto_comm,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,
item,brloot_weapon_pi_t9semiauto_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,0,0,
item,brloot_weapon_pi_t9semiauto_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,0,0,
item,brloot_weapon_pi_t9semiauto_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,0,0,
item,brloot_weapon_pi_t9semiauto_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,0,0,
item,brloot_weapon_pi_t9revolver_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,0,0,
item,brloot_weapon_pi_t9revolver_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,0,0,
item,brloot_weapon_pi_t9revolver_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,0,0,
item,brloot_weapon_pi_t9revolver_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,0,0,
item,brloot_weapon_pi_t9burst_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,0,0,
item,brloot_weapon_pi_t9burst_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,0,0,
item,brloot_weapon_me_riotshield_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,0,0,
item,brloot_weapon_la_t9standard_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,200,100,
item,brloot_weapon_la_t9freefire_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,400,20,
item,brloot_weapon_la_t9launcher_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,200,100,
item,brloot_weapon_ar_t9slowhandling_comm,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,55,
item,brloot_weapon_ar_t9slowhandling_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
item,brloot_weapon_ar_t9slowhandling_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_ar_t9slowhandling_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_ar_t9slowhandling_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_ar_t9damage_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
item,brloot_weapon_ar_t9damage_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_ar_t9damage_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_ar_t9damage_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_ar_t9standard_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_ar_t9standard_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_ar_t9standard_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_ar_t9fastfire_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_ar_t9longburst_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_ar_t9longburst_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_ar_t9fastburst_comm,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,55,
item,brloot_weapon_ar_t9fastburst_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
item,brloot_weapon_ar_t9fastburst_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_ar_t9fastburst_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_ar_t9fastburst_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_sn_t9accurate_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,0,0,
item,brloot_weapon_sn_t9accurate_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,0,0,
item,brloot_weapon_sn_t9accurate_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,0,0,
item,brloot_weapon_sn_t9quickscope_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,0,0,
item,brloot_weapon_sn_t9quickscope_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,0,0,
item,brloot_weapon_sn_t9powersemi_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,0,0,
item,brloot_weapon_sn_t9powersemi_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,0,0,
item,brloot_weapon_sm_t9spray_comm,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,55,
item,brloot_weapon_sm_t9spray_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
item,brloot_weapon_sm_t9spray_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_sm_t9spray_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_sm_t9spray_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_sm_t9accurate_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
item,brloot_weapon_sm_t9accurate_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_sm_t9accurate_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_sm_t9accurate_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_sm_t9fastfire_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_sm_t9fastfire_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_sm_t9capacity_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_sm_t9capacity_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_sm_t9powerburst_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_sm_t9powerburst_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_lm_t9slowfire_comm,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,55,
item,brloot_weapon_lm_t9slowfire_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
item,brloot_weapon_lm_t9slowfire_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_lm_t9slowfire_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_lm_t9slowfire_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_lm_t9light_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,400,45,
item,brloot_weapon_lm_t9light_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,360,0,
item,brloot_weapon_lm_t9light_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_lm_t9light_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_lm_t9accurate_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,160,0,
item,brloot_weapon_lm_t9accurate_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,80,0,
item,brloot_weapon_sh_t9fullauto_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,40,0,
item,brloot_weapon_sh_t9semiauto_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,180,0,
item,brloot_weapon_sh_t9semiauto_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,80,0,
item,brloot_weapon_sh_t9semiauto_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,40,0,
item,brloot_weapon_sh_t9pump_epic,,0,0,0,0,160,160,160,160,160,160,160,160,40,0,160,160,160,0,0,80,40,0,80,0,
item,brloot_weapon_sh_t9pump_lege,,0,0,0,0,80,80,80,80,80,80,80,80,40,0,80,80,80,0,0,40,40,50,40,0,
item,brloot_weapon_sh_t9pump_comm,,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,25,
item,brloot_weapon_sh_t9pump_unco,,45,45,45,45,400,400,400,400,400,400,400,400,0,0,400,400,400,45,45,0,0,0,200,20,
item,brloot_weapon_sh_t9pump_rare,,0,0,0,0,360,360,360,360,360,360,360,360,0,0,360,360,360,0,0,0,0,0,180,0,
rarity,0_health,,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,
rarity,1_health,,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,
rarity,2_health,,40,40,40,40,70,50,50,50,50,50,50,50,40,0,50,50,50,40,40,40,50,40,50,40,
rarity,3_health,,0,0,0,0,25,30,30,30,30,50,50,50,30,0,30,30,30,0,0,30,30,30,30,30,
rarity,4_health,,0,0,0,0,5,10,10,10,10,0,0,0,20,0,10,10,10,0,0,20,10,20,10,20,
item,brloot_plunder_cash_common_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_plunder_cash_uncommon_1,,50,0,44,44,0,0,0,0,0,0,0,0,44,0,0,0,0,50,0,44,0,44,0,44,
item,brloot_plunder_cash_uncommon_2,,35,20,33,33,20,0,0,20,20,20,20,20,33,0,0,0,0,35,20,33,0,33,0,33,
item,brloot_plunder_cash_uncommon_3,,15,12,22,22,12,40,0,12,12,12,12,12,22,0,40,40,0,15,12,22,40,22,40,22,
item,brloot_plunder_cash_rare_1,,0,8,1,1,8,30,50,8,8,8,8,8,1,0,30,30,50,0,8,1,30,5,30,1,
item,brloot_plunder_cash_rare_2,,0,0,0,0,0,20,40,0,0,0,0,0,0,0,20,20,40,0,0,0,20,0,20,0,
item,brloot_plunder_cash_epic_1,,0,0,0,0,0,10,30,0,0,0,0,0,0,0,10,10,30,0,0,0,10,0,10,0,
item,brloot_plunder_cash_epic_2,,0,0,0,0,0,5,20,0,0,0,0,0,0,0,5,5,20,0,0,0,5,0,5,0,
item,brloot_plunder_cash_legendary_1,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,
rarity,0_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,1_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_killstreak,,0,0,0,0,20,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,3_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,50,50,50,0,0,50,50,50,50,50,
rarity,4_killstreak,,0,0,0,0,20,50,50,20,20,20,20,20,50,0,50,50,50,0,0,50,50,50,50,50,
item,brloot_killstreak_juggernaut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_auav,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_assaultdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_circle_peek,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_scramblerdrone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_rcxd_rad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_plague_box,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_killstreak_explosive_bow,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,
item,brloot_assassination_tablet,,20,30,15,15,20,20,20,20,20,20,20,20,15,0,20,20,20,20,30,0,0,0,0,20,
item,brloot_domination_tablet,,20,15,25,25,20,20,20,20,20,20,20,20,25,0,20,20,20,20,15,0,0,0,0,20,
item,brloot_scavenger_tablet,,20,10,25,25,20,20,20,20,20,20,20,20,25,0,20,20,20,20,10,0,0,0,0,20,
item,brloot_timedrun_tablet,,20,15,15,15,20,20,20,20,20,20,20,20,15,0,20,20,20,20,15,0,0,0,0,20,
item,brloot_vip_tablet,,20,30,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,30,0,0,0,0,20,
item,brloot_access_card_blue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_green,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_gold_vault_lockbox_1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_gold_vault_lockbox_2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_access_card_gold_vault_lockbox_3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_escape_radio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_zmb_access_item,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
item,brloot_tactical_device,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,0_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,1_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,2_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,3_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rarity,4_noDrop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
